index,domain,object,author,text,likes,unlikes,stars,date,collect_date,replies,favorite,want_see,recommend,see,internal_id,sentimento
7487,apps,mega.privacy.android.app,524659,Muito bom quando preciso fazer downloads pelo google Chrome,0,0,4.0,30 de setembro de 2018,22 de abril de 2019,,,,,,999472,1
5272,apps,com.twoo,0,muito boa gostei muito do badoo,1,0,4.0,28 de janeiro de 2019,12 de abril de 2019,,,,,,891532,1
5653,apps,com.credicard.app,165148,top to gostando muito,0,0,4.0,10 de abril de 2019,12 de abril de 2019,,,,,,268983,1
3999,apps,com.devhd.feedly,171620,Dou 2**. Se eu gostar. Dou +***,0,0,2.0,23 de março de 2016,10 de abril de 2019,,,,,,279584,1
6033,apps,com.credicard.app,164903,"muito bom, só falta entrar com a impressão digital e ser mais interarivo .. :-)",0,0,4.0,18 de janeiro de 2019,12 de abril de 2019,,,,,,268554,1
582,apps,net.mobigame.zombietsunami,529380,Sacanagem faltava só 6 zumbiaves pra mim ter todas!!! Ai sumiram várias zumbiaves!!; Fiquei triste!!! Até perdi a vontade de jogar,74,0,1.0,20 de fevereiro de 2019,9 de abril de 2019,,,,,,1013244,0
9930,apps,com.google.android.apps.books,233279,"Prático, útil ...amo muito",4,0,5.0,24 de fevereiro de 2018,12 de abril de 2019,,,,,,400459,1
7051,apps,com.quizlet.quizletandroid,398047,É simples e prazeroso estudar inglês,0,0,4.0,16 de maio de 2017,22 de abril de 2019,,,,,,732362,1
8158,apps,com.cine.filmesmoviemaximum,153418,"adorei esse app,muitos filmes e principalmente lançamentosde filmes que ainda estão no cinema.Imagens e áudio muito bons Vcs estão de parabéns!!!",0,0,5.0,7 de abril de 2019,10 de abril de 2019,,,,,,245835,1
9896,apps,com.amazon.kindle,104376,Melhor app da categoria! Sem comparação! Parabéns pessoal! Vocês são os melhores!,29,0,5.0,24 de maio de 2016,13 de abril de 2019,,,,,,158045,1
2249,apps,com.grability.rappi,266390,"Infelizmente o códigos de desconto por indicação nunca estão disponíveis, fiz um pedido em dinheiro e pedi troco, porém quando o pedido estava a caminho nos informaram que não levaria troco, além do que o pedido veio sem lacre de segurança e faltando uma parte, péssimo , péssimo, não recomendo a ninguém !!!!",7,0,1.0,16 de novembro de 2018,11 de abril de 2019,,,,,,461678,0
4640,apps,com.bradesco,10023,fica pedindo digital pra abrir o app mas nao valida o acesso e eu so entro digitando a senha. Pra que oferecer o serviço se nao vai funcionar?,0,0,2.0,14 de março de 2019,1 de abril de 2019,,,,,,227643,0
9485,apps,com.adobe.reader,92006,é um ótimo apps para abrir arquivos PDF e outros arquivos e uma função que eu gosto muito que é ele continuar de onde parei!!,0,0,5.0,11 de outubro de 2018,8 de abril de 2019,,,,,,137576,1
4947,apps,com.facebook.lite,0,Não to gostando porque só fica dando erro em tudo,0,0,2.0,13 de março de 2019,10 de abril de 2019,,,,,,339102,0
9920,apps,com.devhd.feedly,0,Simply the best reader!,0,0,5.0,4 de dezembro de 2014,10 de abril de 2019,,,,,,276423,1
1963,apps,br.com.mobits.peixeurbano,45827,"Acertem isso... Depois da atualização o app não funciona mas, não consigo abrir!!!",0,0,1.0,4 de setembro de 2018,13 de abril de 2019,,,,,,65678,0
8243,apps,org.mozilla.firefox,175803,Meu navegador padrão,0,0,5.0,13 de abril de 2017,8 de abril de 2019,,,,,,1017779,1
6590,apps,com.privalia.privalia,393041,Acho que o tempo de reserva das mercadorias sao poucas,3,0,4.0,23 de novembro de 2018,12 de abril de 2019,,,,,,721667,0
8847,apps,br.com.timbrasil.meutim,64227,muito bom app para monitorar com exatidão a conta e a franquia de internet,0,0,5.0,20 de janeiro de 2019,6 de abril de 2019,,,,,,94607,1
321,apps,com.mercadopago.wallet,0,"uma falta de respeito com o usuario.....tentei 4 vezes resgatar o meu dinheiro e simplesmente recebo uma mensagem que nao foi possivel....ora,eles nao te dizem qual erro ocorreu,nao te procuram,nao mostram interesse em resolver tampouco te procuram.",0,0,1.0,19 de março de 2019,13 de abril de 2019,,,,,,598342,0
2678,apps,mega.privacy.android.app,0,pra min deveria tira aquilo de foto não sei pra q,0,0,2.0,4 de outubro de 2018,22 de abril de 2019,,,,,,1000077,0
4625,apps,br.gov.sinesp.cidadao.android,82241,Só erro em acessar banco de dados,0,0,2.0,8 de dezembro de 2018,12 de abril de 2019,,,,,,123133,0
4949,apps,com.miniclip.eightballpool,347159,muitas das vezes sai no jogo da roleta uma quantia grande e não nos é dada.....,0,0,2.0,1 de abril de 2019,22 de abril de 2019,,,,,,624880,0
8328,apps,br.com.band.guiatv,6774,"Não trava,Super Rápido,Vejo programas ao vivo sem travar,Aplicativo nota mil !!",0,0,5.0,4 de outubro de 2016,13 de abril de 2019,,,,,,10536,1
3337,apps,play.tube.playtube.videotube.musictube.tubevideo,115667,"quando eu baixei funcionava normal,agora eu pesquiso alguma música e clico nela não aparece nada por favor, arrumem isso, porque o aplicativo é muito bom e útil",0,0,2.0,14 de março de 2019,31 de março de 2019,,,,,,1021645,0
5589,apps,br.com.vagalume.android,70315,Esse app me ajudou a pegar letras de músicas recomendado pra todos funciona sem bugs,9,0,4.0,17 de setembro de 2017,13 de abril de 2019,,,,,,103626,1
251,apps,com.nvt.cs,0,"Pronto seus FDP, paquei um valor que NÃO DEVIA porque fui enganado por um atendente da Claro a sete anos e até hoje me cobravam e me prejudicaram junto ao serviço Score, bando de desonestos, trapaceiros, empresa lucra milhões mas faz de tudo pra prejudicar uma pessoa comum por causa de mixaria, nunca, jamais serei cliente de vcs, e se alguma atendente de vcs me ligar de novo, vou chingar até a sétima geração dela pois são treinados para enganar os clientes bando de inúteis,.",151,0,1.0,15 de março de 2019,7 de abril de 2019,,,,,,659373,0
3973,apps,com.themausoft.wpsapp,61137,"O app estava otimo mas depois da atualizao nao ta mas pegando, arrumen isso por favor",0,0,2.0,25 de outubro de 2018,9 de abril de 2019,,,,,,849063,0
6630,apps,com.foursquare.robin,212709,As badgets (ou adesivos) estão de volta na nova versão. Uma inclusão muito boa para um app que estava um pouco monótono. Agora só falta o ranking para competir com amigos. Continuem assim! \o/,2,0,4.0,5 de maio de 2015,9 de abril de 2019,,,,,,366606,1
5547,apps,com.supercell.brawlstars,436173,"O jogo e bom de mais , recentemente o jogo nao quer mais abrir e nao consigo mais jogar to triste porque eu esperava muito que o BRAWL STARS viece pro android mais nao consigo entrar mais ele nao abri e so fica em 0% nada mais ja desinstalei o game ele abriu mais não abriu mais qual sao o procedimento pra eu tentar voltar a jogar meu celular e um motorola E4 , alguem pra me ajudar ...",0,0,4.0,23 de fevereiro de 2019,11 de abril de 2019,,,,,,814206,0
35,apps,com.globo.ge.app,226524,"Eu desativei a notificação e fica reativado só, não parar de ficar ativando notificação sozinho vou ter que desinstalar muito nojento",9,0,1.0,28 de setembro de 2018,13 de abril de 2019,,,,,,389086,0
8362,apps,com.huya.nimo,277272,gosto muito de fazer Live aqui na nimo vou me esforçar cada dia mais e mais para ser um estremer reconhecido aqui parabéns,2,0,5.0,16 de janeiro de 2019,9 de abril de 2019,,,,,,485276,1
1513,apps,com.grability.rappi,100596,nao entrega no meu endereço,0,0,1.0,24 de fevereiro de 2019,11 de abril de 2019,,,,,,463503,0
9317,apps,br.com.mobits.cartolafc,44338,"muito bom, bem explicado,",0,0,5.0,2 de abril de 2019,5 de abril de 2019,,,,,,63591,1
39,apps,com.etermax.preguntados.lite,0,muita pouca vida pouco tempo para responder as perguntas deveria tirar ciências e futebol deveria colocar no lugar novelas e filmes de crianças esta e minha opinião,58,0,1.0,18 de fevereiro de 2019,11 de abril de 2019,,,,,,328323,0
4819,apps,com.google.android.calendar,256225,Essa última atualização está com problema. Meu moto x segunda geração está com bug no aplicativo.,2,0,2.0,14 de outubro de 2017,13 de abril de 2019,,,,,,444029,0
3465,apps,com.google.android.calendar,253976,"Gente, alguns dados meus sumiram! Principalmente do ano passado! Estou tentando entrar em contato via email porem nada.. Me ajudem",2,0,2.0,11 de outubro de 2018,13 de abril de 2019,,,,,,439638,0
1760,apps,com.facebook.orca,204744,tudo na vida tem o começo e um fim,2,0,1.0,17 de março de 2019,30 de março de 2019,,,,,,349984,1
2304,apps,br.com.bb.android,10513,"A nova versão é horrível!! Eu sempre elogiei o aplicativo do Banco do Brasil, que era super prático e funcional. Essa versão ""atualizada"" é péssima! Mal consigo analisar devidamente a movimentação da minha conta corrente. Poderiam ao menos disponibilizar a versão antiga para quem preferir (acredito que muitos voltarão a utilizá-la).",6,0,1.0,10 de março de 2019,3 de abril de 2019,,,,,,15543,0
3723,apps,com.instagram.android,285703,não consigo mais gravar storys sequencial! quando entro em outra conta pelo mesmo app eu consigo! Qual é o problema?,12,0,2.0,27 de março de 2019,30 de março de 2019,,,,,,503796,0
8284,apps,com.ideashower.readitlater.pro,281268,É ótimo para organizar. As vezes acho um artigo e guardo para ler mais tarde no computador.,0,0,5.0,3 de março de 2015,11 de abril de 2019,,,,,,495249,1
4993,apps,com.atpc,118857,É péssimo não da para abaixar musicas...,1,0,2.0,14 de novembro de 2018,12 de abril de 2019,,,,,,180455,0
8127,apps,com.instagram.layout,287752,É bom não instalei ainda,1,0,5.0,28 de setembro de 2018,22 de abril de 2019,,,,,,508865,0
3032,apps,br.com.vivo,74777,"Peço aos desenvolvedores uma atenção especial ao app. Muitas vezes não consigo conectar, além de que não tem como acessar sem ter dados móveis. Em questão de acessibilidade vocês estão perdendo pra outras operadoras, o app da operadora Claro está sai em grande vantagem.",5,0,2.0,27 de novembro de 2018,11 de abril de 2019,,,,,,109982,0
7938,apps,com.yy.biu,0,"lindo maravilhoso, gostei demais nota 10",0,0,5.0,18 de março de 2019,10 de abril de 2019,,,,,,948165,1
3039,apps,br.com.timbrasil.meutim,65582,o aplicativo nao mostra quanto de internetvl eu gasto,0,0,2.0,16 de fevereiro de 2019,6 de abril de 2019,,,,,,96623,0
9655,apps,de.motain.iliga,0,"se tiver alguém que não tenha instalado,instale agora!",0,0,5.0,26 de março de 2019,10 de abril de 2019,,,,,,965144,0
2545,apps,com.etermax.preguntados.lite,195805,o jogo e muito bom Só que estraga são os anúncios que são bastante toda hr ....,0,0,2.0,13 de março de 2019,11 de abril de 2019,,,,,,330659,0
2592,apps,br.com.vagalume.android,71447,Eu quero baixar musica e eu n acho o lugar para baixar... entt eu quero saber se o vagalume é de baixar música??,0,0,2.0,12 de janeiro de 2017,13 de abril de 2019,,,,,,105290,0
1188,apps,br.com.band.guiatv,5221,"Favor melhorem seu app a novela amor proibido trava d+, de que adianta ter um app pra assistir algum capítulo que vc perdeu, se o app não funciona trava d+",21,0,1.0,18 de maio de 2018,13 de abril de 2019,,,,,,8652,0
7966,apps,com.adorocinema.android,95891,"Bom aplicativo, deixo minha opinião e uso as dos outros na hora de escolher bons filmes. Recomendo",0,0,5.0,28 de agosto de 2018,12 de abril de 2019,,,,,,143294,1
6077,apps,com.lbe.parallel.intl,309016,O Facebook parou de funcionar,1,0,4.0,15 de fevereiro de 2019,12 de abril de 2019,,,,,,550075,0
107,apps,com.callerscreen.color.phone.ringtone.flash,146927,Fiquei toda animada depois fico tôp mais quando fui tira do aplicativo aparecia *caregando tela inicial* fiquei. ATE HOJE TODA HORA ESPERANDO SAI ESSE TROSSO NAO GOSTEI,3,0,1.0,16 de dezembro de 2018,11 de abril de 2019,,,,,,231870,0
1315,apps,com.r7.rederecord,57975,"Lixo pois deveria ter como assistir o canal pelo app , não tem então dei uma estrela ...",8,0,1.0,12 de julho de 2018,11 de abril de 2019,,,,,,744194,0
8187,apps,com.alibaba.aliexpresshd,0,ótimo coisas baratas muito bom,0,0,5.0,6 de março de 2019,31 de março de 2019,,,,,,147588,1
2753,apps,com.ticno.olymptrade,456204,Isso e mentira se fosse vdd pq eles nao colocam nosso dinheiro em nossas contas da google ?? Pq eles colocam bancarias para remover 1 a 1 real de sua conta sem vc perceber. O numero de seu dinheiro na sua conta bancaria ficara normal mais ali ele ja tirou 50 a 100 reais a cada 2 vezes q vc faz,1,0,2.0,9 de maio de 2018,11 de abril de 2019,,,,,,853607,0
9753,apps,com.leo.appmaster,2188,É um excelente app para antivírus e a antifurto.,0,0,5.0,23 de maio de 2017,13 de abril de 2019,,,,,,561248,1
6231,apps,com.tinder,0,fale a pena encontrar seu amor por aqui...,0,0,4.0,31 de janeiro de 2019,8 de abril de 2019,,,,,,858152,1
2876,apps,com.atpc,0,obrigada ok oqe,0,0,2.0,6 de fevereiro de 2019,12 de abril de 2019,,,,,,180992,1
5323,apps,llc.vizertv,0,o vizer e muito bom. porem nao estou conseguindo colocar o áudio fica só assimcomo e faço pra sair o Áudio???,0,0,4.0,13 de março de 2019,11 de abril de 2019,,,,,,992844,0
799,apps,com.zhiliaoapp.musically,0,toda hora que eu vou gravar uk videos buga,24,0,1.0,21 de fevereiro de 2019,9 de abril de 2019,,,,,,952403,0
3570,apps,com.artech.eaplic.havan,114111,"Estou tentando solicitar o cartão, mas só diz como solicitação não enviada",0,0,2.0,6 de outubro de 2018,12 de abril de 2019,,,,,,172864,0
2894,apps,br.gov.sinesp.cidadao.android,81387,"Dá um erro de ""locais de simulação não são permitidos"". Já liguei e desliguei o GPS e o Wi-Fi e não muda essa mensagem...",0,0,2.0,15 de outubro de 2016,12 de abril de 2019,,,,,,121896,0
2927,apps,com.b2w.shoptime,128510,É uma pena q n tem opção pagar no boleto. Perda de muitos clientes,5,0,2.0,16 de setembro de 2018,12 de abril de 2019,,,,,,197740,0
8178,apps,com.themausoft.wpsapp,0,bom demais bom que na rua posso baixar jogos,0,0,5.0,23 de fevereiro de 2019,9 de abril de 2019,,,,,,846184,1
971,apps,com.lomotif.android,319075,"Não consigo salvar meus lomotifs sempre da erro e reinicia o App, ajeitem isso pfvr obs' meu celular é um J5 prime",0,0,1.0,2 de abril de 2019,10 de abril de 2019,,,,,,571352,0
6687,apps,com.piriform.ccleaner,0,"Melhorar o desempenho no sentido de limpar ficheiros pdf que tenham sido abertos nos emails e histórico navegação, libertando espaço e memória no equipamento",4,0,4.0,25 de outubro de 2018,13 de abril de 2019,,,,,,708296,0
8575,apps,com.contextlogic.wish,161071,"maravilhoso! os produtos chegam perfeitamente, porém quem não tem noção de inglês pode se confundir no produto que estão oferecendo.",0,0,5.0,4 de abril de 2019,7 de abril de 2019,,,,,,262072,1
2020,apps,br.com.kboing.playlists,37500,Pelos comentario da pra ver q nao e nem um pouquinho legal e simplesmente ruim,1,0,1.0,19 de outubro de 2015,9 de abril de 2019,,,,,,53568,0
9054,apps,com.oneapp.max.security.pro,374310,otimo app vale 10 estrelas,0,0,5.0,18 de fevereiro de 2019,10 de abril de 2019,,,,,,678958,1
952,apps,com.whatsapp,0,mano eu desistaleu todos os meus jogos so pra atualizar essa P**** PELO AMOR DE DEUS EU TAVA COM ESPAÇO QUASE INFINITO E AINDA VEM ME DIZENDO QUE EU NÃO TENHO ESPAÇO USUFICIENTE AKDBKAZNOSZNLAZLPAPZPQPSPAPPSPPPPPSPAOKkakxjwonsksjwkJSJSKBSIWNSKWSVAIRDJEJDJEJZHSTOMAHSJSNSKSJZRNSNSJNSJESNOSBEJNSEJJSSJZHTEUBSJEJSJEJSJEBCUJEJSUWNSJWJJWJWJSJWJSJWJSH,0,0,1.0,9 de março de 2019,29 de março de 2019,,,,,,921596,0
5359,apps,com.riseup.game,53809,"Sim gostei muito por isso Dei 4 estrelas mas, no meio do jogo as propagandas me interrompem. É esse o problema eu não consigo jogar direito por isso por causa das propagandas que tem demais mais eu gostei muito mais continuo com 4 estrelas se mudar qualquer coisa coloco 5 Estrelas amei o Jogo",256,0,4.0,27 de novembro de 2018,10 de abril de 2019,,,,,,752524,1
3857,apps,com.cam001.selfie,0,não gostei depois dessa nova atualização. os filtros ficaram muito Ruim,25,0,2.0,5 de fevereiro de 2019,10 de abril de 2019,,,,,,239959,0
5861,apps,com.king.candycrushsaga,300850,"Meu celular quebrou e tive que comprar outro, baixei o app e voltou para a primeira fase, eu estava em 1370 se não me engano, como faço para resgatar minhas fazes ?????",12,0,4.0,15 de outubro de 2018,11 de abril de 2019,,,,,,532164,0
3145,apps,com.whatsapp.w4b,493857,"as mensagens não cai automaticamente, só quando entro no aplicativo.",1,0,2.0,19 de fevereiro de 2019,10 de abril de 2019,,,,,,928334,0
3305,apps,com.cloudflare.onedotonedotonedotone,157834,é bom mas tá uma porr@ quando eu chego no wi fi de casa os apps de rede social fica carregando sem parar só depois de 1dia que eles voltam ao normal,8,0,2.0,17 de janeiro de 2019,12 de abril de 2019,,,,,,255244,0
3006,apps,com.facebook.lite,199242,ta muito bugado o Facebook e as vezes para do nada,14,0,2.0,28 de março de 2019,10 de abril de 2019,,,,,,336075,0
9001,apps,com.memrise.android.memrisecompanion,330127,Fácil aprender e gravar as palavras.,0,0,5.0,27 de fevereiro de 2019,22 de abril de 2019,,,,,,592852,1
7770,apps,com.devhd.feedly,171335,"After Google announced the death of the Reader, I tried lots of rss readers, but none was so great as Feedly. I recommend it!",0,0,5.0,21 de março de 2013,10 de abril de 2019,,,,,,278994,0
7438,apps,air.com.hypah.io.slither,1825,"O jogo é bom, mas a modalidade online é horrível. Tenho internet 4g e wi-fi de 15 Mbps, mas mesmo assim o jogo fica cheio de atrasos",0,0,4.0,22 de setembro de 2018,11 de abril de 2019,,,,,,4736,0
7942,apps,com.health.lab.drink.water.tracker,0,muito bom hidratante para sempre,0,0,5.0,16 de março de 2019,10 de abril de 2019,,,,,,478003,1
9238,apps,com.firsttouchgames.dls3,209753,muito massa! poderia melhorar os jogos online! Eles trava muito e muito ruin para conectar com outros jogadores. mais é um ótimo jogo. Estão raqueando muito o jogo eu acho injusto com os jogadores que melhoraram o seu time jogando e ganhando moedas legalmente.,11,0,5.0,30 de dezembro de 2018,11 de abril de 2019,,,,,,360497,0
1056,apps,deezer.android.app,509878,"Pq? Sou assinante pelo plano Tim Beta, o qual quando adiquirido me concedia o app Tim Deezer Total gratuito. agora pra eu ouvir uma faixa me diz que tenho que ser assinante ""premium"". O que é isso? Na venda vale oferecer produtos e depois é tirado, sem previo aviso ou opção?????",0,0,1.0,31 de março de 2019,2 de abril de 2019,,,,,,968367,0
3154,apps,com.foursquare.robin,211865,"Já foi um bom aplicativo mas, atualmente ele não tem nenhum critério em relação a quantidade de check in. Se você faz um check in todos os dias no mesmo lugar, ele só considera alguns. É como se você só tivesse feito o check in na metade do período, ou seja, ele não registra todos os check ins que são realizados tornando o aplicativo sem graça. Não vale a pena baixar.",8,0,2.0,30 de novembro de 2017,9 de abril de 2019,,,,,,365442,0
3787,apps,com.ftw_and_co.happn,215869,"É péssimo ter que pagar pra ver quem me curtiu ou vise verso, já estou no perrengue de encontrar alguém legal e ainda tenho que pagar  sem contar que no chat não é possível excluir a mensagem.",0,0,2.0,1 de fevereiro de 2019,22 de abril de 2019,,,,,,371314,0
9189,apps,com.etermax.preguntados.lite,194834,Fico sabendo de coisas super interessante.,4,0,5.0,2 de dezembro de 2018,11 de abril de 2019,,,,,,328567,1
7825,apps,com.techpsbr,0,so falta csi mais tá muito top o app vei 5 estrela,0,0,5.0,31 de março de 2019,12 de abril de 2019,,,,,,836497,1
7539,apps,com.oneapp.max.security.pro,373681,muito. boaaaaaa meu celular tinjo 400 virus,0,0,5.0,26 de fevereiro de 2019,10 de abril de 2019,,,,,,677083,1
7231,apps,com.trello,468632,"Gostei bastante, me torna mais organizado. Porém poderia ter um modo offline, as vezes estou sem conexão e não consigo editar os itens.",0,0,4.0,9 de outubro de 2014,13 de abril de 2019,,,,,,876226,1
764,apps,br.gov.sinesp.cidadao.android,0,O APP nao esta sempre atualizado,0,0,1.0,10 de outubro de 2018,12 de abril de 2019,,,,,,123244,0
5019,apps,com.duolingo,184639,"já conhecia o Duolingo, e depois de 2 anos voltei a praticar meu inglês e aprimorá-lo com as técnicas utilizadas pelo Duolingo.",0,0,4.0,17 de fevereiro de 2019,7 de abril de 2019,,,,,,305836,1
4903,apps,co.vine.android,14340,O app está sem som!,0,0,2.0,6 de março de 2015,7 de abril de 2019,,,,,,124505,0
8093,apps,com.mercadolibre,0,excelente muito bom recomendo,0,0,5.0,29 de março de 2019,31 de março de 2019,,,,,,594226,1
6843,apps,com.huya.nimo,277522,"ainda tem um ou outro bug a resolver, a barra de pesquisa sempre mostra com se eu tivesse offline, e nao pesquisa o que eu quero. mas o aplicativo é excelente!",1,0,4.0,11 de janeiro de 2019,9 de abril de 2019,,,,,,485739,1
2165,apps,com.ubercab,0,péssimo não To conseguindo abaixa,0,0,1.0,18 de março de 2019,30 de março de 2019,,,,,,896744,0
1862,apps,com.r7.rederecord,402735,Nota 6 só faltou a novela do José do Egito,5,0,1.0,9 de fevereiro de 2016,11 de abril de 2019,,,,,,742555,0
7850,apps,com.google.android.apps.paidtasks,243879,Galera Passem No Meu Canal ( X play canal ) La eu ensino como voutar a receber as pesquisas sem erros método funcional....Ops!!!Inscrevam-Se lá ok....essse app é top de Mais.,0,0,5.0,30 de dezembro de 2018,21 de abril de 2019,,,,,,419911,1
9123,apps,com.quizlet.quizletandroid,396774,Melhor aplicativo de educação!,0,0,5.0,25 de abril de 2018,22 de abril de 2019,,,,,,730256,1
2340,apps,com.cleanmaster.mguard,0,nao achei bom muito anuncio e nao faz o q tem q fazer,2,0,1.0,24 de fevereiro de 2019,10 de abril de 2019,,,,,,253074,0
5527,apps,com.mercadopago.wallet,0,"Otimo Aplicativo. séria melhor se desse pra utilizar o mercado crédito, para fazer recarga ou até mesmo pagar contas.",0,0,4.0,11 de fevereiro de 2019,13 de abril de 2019,,,,,,600170,1
6743,apps,com.supercell.clashofclans,0,"estou tentando usar supercell ID , para carregar uma conta minha , mais tela aparece em branco , ja usei todas suas dicas nada resolvi problema. espero q vcs ajudem , pq gosto muito desse jogo .",5,0,4.0,21 de março de 2019,8 de abril de 2019,,,,,,820732,0
4003,apps,com.google.android.apps.paidtasks,245782,Já tem mais de um mês que eu estalei até hoje não apareceu nenhuma pesquisa,0,0,2.0,25 de novembro de 2018,21 de abril de 2019,,,,,,422973,0
1123,apps,com.studiosol.palcomp3,0,muito ruim a maior parte do que procurei não é possível ser baixado..!,2,0,1.0,9 de janeiro de 2019,2 de abril de 2019,,,,,,806331,0
8709,apps,com.socialnmobile.dictapps.notepad.color.note,425294,aplicativo excelente! muito útil!,0,0,5.0,9 de abril de 2019,12 de abril de 2019,,,,,,790459,1
4049,apps,br.com.gabba.Caixa,0,"Faz uns dias que não consigo mais agendar pagamento de boleto. Uso o Nox Player e o Bluestacks. Em nenhum funciona o agendamento. Já limpei o cache de ambos. No app, insiro o número do boleto, data(25/03/2019), clico no botão pra confirmar e na próxima tela vejo: ERRO 00116 - Erro na comunicação com o computador central. RETORNAR Como resolver?",0,0,2.0,8 de março de 2019,31 de março de 2019,,,,,,34926,0
7640,apps,com.asus.filemanager,115887,Fácil de usar. O melhor que já usei.,0,0,5.0,6 de novembro de 2016,13 de abril de 2019,,,,,,175609,1
765,apps,com.google.android.apps.youtube.music,253175,É MUITO BOM mas já tenho um jogo mais legal,4,0,1.0,12 de novembro de 2018,2 de abril de 2019,,,,,,438075,1
2344,apps,com.dropbox.android,175787,ele se desinstalou sozinho quando minha memória ficou cheia. (?),0,0,1.0,23 de março de 2019,13 de abril de 2019,,,,,,286915,0
4071,apps,com.rovio.baba,141394,"O jogo é muito bom, mas vou dar duas estrelas pq acho que os produtores estão passando fome pra botarem tanta propaganda no jogo.",6,0,2.0,5 de março de 2019,21 de abril de 2019,,,,,,760734,0
7216,apps,br.com.uol.ps.myaccount,68816,"ótimo, mas poderia fazer pagamento de boletos.",0,0,4.0,14 de março de 2019,13 de abril de 2019,,,,,,101452,0
4216,apps,br.com.vagalume.android,72789,Ele da erro toda vez que eu ecolho uma musica pra tocar,1,0,2.0,13 de março de 2016,13 de abril de 2019,,,,,,107084,0
7952,apps,com.rovio.baba,409485,"é bom, só isso",0,0,5.0,10 de março de 2019,21 de abril de 2019,,,,,,757560,1
5970,apps,com.microsoft.office.word,344369,Muito obrigado pela atenção muito bom mesmo ótimo,0,0,4.0,9 de abril de 2019,9 de abril de 2019,,,,,,619469,1
3350,apps,suamusica.suamusicaapp,535754,O APP tem propaganda direto agora é melhor baixa pelo site mesmo,3,0,2.0,7 de dezembro de 2018,11 de abril de 2019,,,,,,1029692,0
4695,apps,com.huya.nimo,277242,"por favor,aquando eu assisto as lives elas estão atrasadas!!!",0,0,2.0,23 de janeiro de 2019,9 de abril de 2019,,,,,,485218,0
3399,apps,com.grability.rappi,266197,"Não tem cobertura em cidade nenhuma em Brasília, só no plano piloto. Mil vezes melhor o ifood",0,0,2.0,15 de fevereiro de 2019,11 de abril de 2019,,,,,,461377,1
4081,apps,com.google.android.apps.maps,240295,depois da atualização a minha rota ficou de cabeca para baixo. e não consegui arrumar.,0,0,2.0,28 de março de 2019,13 de abril de 2019,,,,,,413800,0
9149,apps,com.ubercab,0,Eu acho muito bom..,0,0,5.0,27 de março de 2019,30 de março de 2019,,,,,,892864,1
1224,apps,br.com.mobits.cartolafc,43361,fraco tem que pagar que palhaçada é essa,0,0,1.0,2 de abril de 2019,5 de abril de 2019,,,,,,62227,0
6292,apps,com.fanatee.cody,207794,legal faz com que eu use meu conhecimentos.,0,0,4.0,7 de abril de 2019,10 de abril de 2019,,,,,,355867,1
